부산용호빌리브점,부산 남구 분포로 61 빌리브센트로A동 114호,051-992-3666,2023.2.10
기흥삼성반도체점,경기 용인시 기흥구 농서로 236,031-205-3575,2023.2.10
광주 동천점,광주광역시 서구 유림로98번길 11,062-511-7683,2023.2.5
인천 귤현점,인천 계양구 양지로 148,032-552-8850,2023.2.1
광운대점,서울 노원구 광운로 25,02-942-0232,2023.2.1
아현역점,서울 서대문구 신촌로35길 10,02-2088-1339,2023.1.31
부산 온천점,부산 동래구 중앙대로1473번길 24,070-8287-0496,2023.1.30
부산센텀시티점,부산 해운대구 센텀동로 35,070-4895-2972,2023.1.29
제주 화순점,제주특별자치도 서귀포시 안덕면 화순재남로 19,064-794-7123,2023.1.29
진해 석동점,경남 창원시 진해구 냉천로 99,055-547-5488,2023.1.20
대전 선화점,대전 중구 선화로97번길 50,042-252-1365,2023.1.18
다산 도농점,경기 남양주시 다산중앙로82번안길 118,031-555-5589,2023.1.14
인천 간석역점,인천 남동구 석산로 13,032-433-1443,2023.1.14
세종 아름점,세종특별자치시 보듬3로 91,044-868-4088,2023.1.13
전주 서신점,전북 전주시 완산구 서신로 10,063-255-4058,2023.1.13
송도랜드마크점,인천 연수구 아트센터대로168번길 101,070-8836-8599,2023.1.13
평택 안중점 ,경기 평택시 안중읍 안현로서6길 68,031-683-7555,2023.1.11
용마산역점,서울 중랑구 면목로 256,02-2208-7858,2023.1.11
구미 도량점,경북 구미시 도봉로 80,054-455-7887,2023.1.9
창동하나로마트점,서울 도봉구 마들로11길 20,010-3365-5678,2023.1.8
대구 감삼점,대구 달서구 달구벌대로 1666,053-653-4429,2023.1.7
인천 가좌점,인천 서구 원적로 63,032-574-9777,2023.1.7
울산대점,울산 남구 대학로 98,052-977-0017,2022.12.31
전남 광양읍점,전남 광양시 광양읍 용강로 31,061-763-0420,2022.12.31
구로 천왕점,서울 구로구 천왕로 36,02-2060-7615,2022.12.31
오산시청점,경기 오산시 성호대로 123,031-378-9862,2022.12.29
계룡 엄사점,충남 계룡시 엄사면 번영로 26,042-841-2074,2022.12.27
구로항동SKV1점,서울 구로구 부광로 88,070-8287-2273,2022.12.27
부산 명륜점,부산 동래구 명륜로 161,051-556-8895,2022.12.25
의왕 포일점,경기 의왕시 포일세거리로 3,031-426-0045,2022.12.24
전주 아중점,전북 전주시 덕진구 무삼지로 82,063-244-3777,2022.12.23
구리 돌다리점,경기 구리시 검배로6번길 27,031-553-5559,2022.12.23
강릉 주문진점,강원 강릉시 주문진읍 주문로 7,033-661-1223,2022.12.23
청주대점,충북 청주시 청원구 직지대로 886,043-903-7890,2022.12.23
부산 서동점,부산 금정구 서동로 158,051-523-3330,2022.12.20
울산 천상점,울산 울주군 범서읍 천상1길 20-5,070-8770-0017,2022.12.20
정선하이원리조트점,강원 정선군 고한읍 하이원길 265-1,033-591-8806,2022.12.18
종로 평창점,서울 종로구 평창11길 3,02-379-1022,2022.12.18
서충주기업도시점,충북 충주시 중앙탑면 원앙9길 10,043-845-7898,2022.12.17
분당 미금역점,경기 성남시 분당구 성남대로 165,031-712-7820,2022.12.16
부산명지오션시티점,부산 강서구 명지오션시티4로 75,051-201-5781,2022.12.16
인천구월아시아드점,인천 남동구 선수촌공원로 36,032-472-8858,2022.12.16
까치산역점 ,서울 강서구 강서로18길 9,02-6338-4323,2022.12.15
동탄 반송점,경기 화성시 동탄솔빛로 58,031-613-3383,2022.12.9
남양주 오남점,경기 남양주시 오남읍 진건오남로 813,031-529-8818,2022.12.9
부산 괘법점,부산 사상구 광장로86번길 7,051-314-2233,2022.12.7
춘천우두택지점 ,강원 춘천시 우두1길 101,033-255-0264,2022.12.6
제천 청전점,충북 제천시 청전대로 167,043-643-7222,2022.12.3
부산 개금역점,부산 부산진구 가야대로 450,051-912-5989,2022.12.3
광주교대점,광주광역시 북구 군왕로 6,062-262-6160,2022.11.26
부산하단동아대점,부산 사하구 낙동대로 549,070-8287-2767,2022.11.25
염창역점,서울 양천구 목동중앙북로 82,02-2654-3172,2022.11.25
대구범어네거리점,대구 수성구 달구벌대로480길 28,053-743-6777,2022.11.25
창원 팔용점,경남 창원시 의창구 팔용로 420,055-251-1999,2022.11.25
시흥 은계점,경기 시흥시 은계번영길 23,070-8287-1357,2022.11.25
전남 화순점,전남 화순군 화순읍 중앙로 93-5,061-927-7877,2022.11.23
신내점,서울 중랑구 신내로14길 26,02-435-1733,2022.11.21
부천 소사역점,경기 부천시 소사로 250,032-344-5989,2022.11.18
다산 테라타워점,경기 남양주시 다산지금로 202,031-869-2777,2022.11.18
천안 두정점,충남 천안시 서북구 두정로 244,041-553-1002,2022.11.18
부산 연지점,부산 부산진구 새싹로 182,051-808-3688,2022.11.18
도곡점,서울 강남구 남부순환로363길 16,070-7576-2429,2022.11.17
아차산역점,서울 광진구 천호대로129길 7,02-447-1116,2022.11.16
창원 가음점 ,경남 창원시 성산구 원이대로863번길 19,070-7868-6161,2022.11.11
대전 복수점 ,대전 서구 복수동로 50,042-583-1357,2022.11.11
독산역점,서울 금천구 가산디지털1로 16,02-6138-2122,2022.11.11
부산일광신도시점,부산 기장군 일광읍 해빛로 17,051-714-4755,2022.11.7
위례 중앙점 ,서울 송파구 위례광장로 270,02-443-4501,2022.11.5
방배점,서울 서초구 명달로 51,02-6014-5024,2022.11.5
부산 동대신점,부산 서구 동대로19번길 32,070-4312-1009,2022.11.5
광주 봉선점,광주광역시 남구 봉선로 169,070-8287-0599,2022.11.4
광주 운남점,광주광역시 광산구 임방울대로 138,062-951-3500,2022.11.4
철원 동송점,강원 철원군 동송읍 금학로 241,033-455-7737,2022.11.4
솔샘역점,서울 강북구 솔샘로 216,070-8244-3587,2022.11.1
천안 신부점,충남 천안시 동남구 만남로 20,041-553-6555,2022.10.29
대구 신매점,대구 수성구 고산로 101,053-792-1365,2022.10.29
광주 양산점 ,광주광역시 북구 양산로 55,062-470-7997,2022.10.28
구리 인창점,경기 구리시 동구릉로85번길 25,031-566-1898,2022.10.26
이천 창전점,경기 이천시 영창로 232,031-632-4332,2022.10.25
인천 신현점,인천 서구 가정로 387,032-577-9518,2022.10.23
대구 성서점,대구 달서구 성서로 414,053-710-0717,2022.10.22
대구 다사점,대구 달성군 다사읍 달구벌대로 866,053-583-2775,2022.10.22
하남점,경기 하남시 미사강변대로34번길 72,031-8027-0447,2022.10.21
동해 쇄운점,강원 동해시 효자남길 8-17,033-521-7749,2022.10.21
부산 정관점,부산 기장군 정관읍 정관로 565,051-728-1222,2022.10.19
김포 운양역점,경기 김포시 김포한강11로 288-32,070-8866-6823,2022.10.18
충북 증평점,충북 증평군 증평읍 송산로2길 37-8,043-838-8929,2022.10.18
과천 중앙점,경기 과천시 별양상가1로 25,02-2135-1054,2022.10.17
부산 동매점,부산 사하구 동매로 167,051-207-3002,2022.10.16
부산 엄궁점,부산 사상구 엄궁북로 21,051-314-9017,2022.10.16
양주 덕계점,경기 양주시 평화로 1426,031-857-4029,2022.10.15
순천호수공원점,전남 순천시 왕지2길 4-36,061-721-0228,2022.10.15
아산터미널점,충남 아산시 번영로224번길 14,041-531-3550,2022.10.15
대구 만촌점,대구 수성구 동원로 135,053-751-5531,2022.10.15
김천 혁신도시점,경북 김천시 혁신4로 65,054-810-7007,2022.10.15
송도리치센트럴점,인천 연수구 인천타워대로197번길 16,032-831-1788,2022.10.15
성남 고등점,경기 성남시 수정구 청계산로 752,031-722-0009,2022.10.11
화성 남양점,경기 화성시 남양읍 시청로 7,031-356-3030,2022.10.10
봉담 2지구점,경기 화성시 봉담읍 상리2길 55,0507-1392-7279,2022.10.10
나주 혁신점,전남 나주시 상야1길 21,061-332-8777,2022.10.9
면목점,서울 중랑구 면목로 361,02-966-9212,2022.10.9
공주 신관점,충남 공주시 공주대학로 78,041-858-5848,2022.10.8
김해 삼계점,경남 김해시 가야로 165,055-339-6791,2022.10.8
광주 조선대점,광주광역시 동구 필문대로273번길 26,062-236-5878,2022.10.1
다산현대프리미어캠퍼스몰점,경기 남양주시 다산순환로 20,031-869-3377,2022.9.30
김해복음병원점,경남 김해시 활천로 41,055-723-2057,2022.9.26
수원 매교역점,경기 수원시 팔달구 정조로 667,031-222-3641,2022.9.26
전주 하가점,전북 전주시 덕진구 가련산로 10,063-252-5949,2022.9.25
경기 광주태전점,경기 광주시 벼루개로 36,0507-1369-5670,2022.9.25
원주 혁신도시점,강원 원주시 혁신로 39-2,033-735-4130,2022.9.24
광주 일곡점,광주광역시 북구 설죽로 505-9,062-400-0328,2022.9.23
김해 인제대점,경남 김해시 인제로 186,055-312-2812,2022.9.23
이수역점,서울 서초구 동작대로 138,02-595-0709,2022.9.20
나주 남평점,전남 나주시 남평읍 강변2길 5-9,061-331-5689,2022.9.20
경안점,경기 광주시 경안로41번길 6,031-8027-0825,2022.9.19
대전 용운점,대전 동구 용운로 203,042-271-8254,2022.9.18
대전 송촌점 ,대전 대덕구 동춘당로 83,042-626-6654,2022.9.17
당진 기지시점,충남 당진시 송악읍 틀모시로 760,041-430-8020,2022.9.17
수원 망포역점,경기 수원시 영통구 덕영대로 1535,031-203-9767,2022.9.17
울진 북면점,경북 울진군 북면 울진북로 2101,054-781-1117,2022.9.17
광명 하안점,경기 광명시 범안로 1050,02-899-2213,2022.9.9
공릉점,서울 노원구 동일로197길 11,02-971-2230,2022.9.8
전주 송천중앙점,전북 전주시 덕진구 천마산로 53,063-252-8280,2022.9.7
남양주 별내점,경기 남양주시 별내중앙로 83,070-4647-3106,2022.9.7
성남 신흥점 ,경기 성남시 수정구 수정로 186,0507-1330-1858,2022.9.7
광양 중마점,전남 광양시 공영로 76,061-913-3003,2022.9.6
부산 안락점,부산 동래구 명장로 141,051-532-1772,2022.9.2
인천 도화점 ,인천 미추홀구 숙골로87번길 2,032-876-4006,2022.8.31
김해율하율상마을,경남 김해시 율하3로 48,055-323-1665,2022.8.30
인천 만수역점,인천 남동구 백범로 123,032-719-3564,2022.8.28
제주도청점,제주특별자치도 제주시 선덕로 1,064-713-1345,2022.8.28
김해 내외점,경남 김해시 내외중앙로 75,055-339-1020,2022.8.27
창원 용호반송점,경남 창원시 성산구 반송로 148-6,055-546-8599,2022.8.26
대구 대봉점,대구 중구 대봉로43길 21,053-253-0089,2022.8.26
송도캠퍼스타운역점,인천 연수구 송도과학로27번길 55,032-811-8004,2022.8.24
창원 봉곡점,경남 창원시 의창구 지귀로12번길 30,055-277-6465,2022.8.24
중곡역점,서울 광진구 능동로 400,02-455-5682,2022.8.23
대전테크노관평점 ,대전 유성구 테크노중앙로 50,042-932-0850,2022.8.21
포항 양덕점,경북 포항시 북구 천마로72번길 33,054-256-8944,2022.8.16
부산 사직점,부산 동래구 사직북로5번길 49,051-506-4940,2022.8.16
구로 고척점,서울 구로구 고척로 237,02-6397-2473,2022.8.14
양산 범어점,경남 양산시 물금읍 범어로 60,055-785-1661,2022.8.12
광주 쌍촌점,광주광역시 서구 상일로 34-1,062-383-3450,2022.8.9
군포 당동점,경기 군포시 고산로 248,031-398-6457,2022.8.9
삼척 교동점,강원 삼척시 청석로 64,033-574-7552,2022.8.7
안양 호계점,경기 안양시 동안구 경수대로 428,031-429-5685,2022.8.7
부평로데오점,인천 부평구 시장로 17,032-361-3505,2022.8.7
당산점,서울 영등포구 양평로 66,02-2633-9710,2022.8.7
논산1호점,충남 논산시 중앙로 464,041-734-8999,2022.8.7
마산 호계점 ,경남 창원시 마산회원구 내서읍 호계본동로 5,055-603-1773,2022.8.5
여수 학동점,전남 여수시 학동북4길 7,061-685-6575,2022.7.31
인천검단신도시점,인천 서구 이음5로 34,032-227-9292,2022.7.30
마포구청역점,서울 마포구 월드컵로34길 14,070-4098-7546,2022.7.30
시흥 장곡점,경기 시흥시 황고개로 528,031-313-7856,2022.7.30
전주 반월점,전북 전주시 덕진구 쪽구름로 118,070-7537-2959,2022.7.29
가산점,서울 금천구 가산로9길 17,02-6291-5000,2022.7.26
숙대점,서울 용산구 청파로47길 52,02-706-0704,2022.7.23
대구 구지점,대구 달성군 구지면 과학마을로 50,053-262-2191,2022.7.23
인천 서창점,인천 남동구 서창남순환로 223,032-462-2014,2022.7.22
남양주 마석점,경기 남양주시 화도읍 비룡로 111,031-511-8252,2022.7.15
제주 아라점,제주특별자치도 제주시 아란7길 12,064-752-2888,2022.7.15
마산 경남대점,경남 창원시 마산합포구 월영동3길 14,055-714-8289,2022.7.15
세종 소담점,세종특별자치시 한누리대로 2022,044-867-3477,2022.7.15
양산 석산점,경남 양산시 동면 금오13길 46-5,055-365-1090,2022.7.13
충북 영동점,충북 영동군 영동읍 계산로 37,043-742-9091,2022.7.13
여의도점 ,서울 영등포구 국제금융로 86,02-761-7006,2022.7.12
수유시장점,서울 강북구 도봉로 241,02-989-1974,2022.7.10
부산 서면점,부산 부산진구 중앙대로680번길 22,051-803-6111,2022.7.8
대전 신탄진점,대전 대덕구 신탄진로 803,042-935-4060,2022.7.8
순천 신대점,전남 순천시 해룡면 향매로 59,061-724-7771,2022.7.5
구미 옥계점,경북 구미시 산동읍 산호대로39길 10,054-473-0403,2022.7.5
수원 아주대점,경기 수원시 영통구 중부대로 259,031-211-1617,2022.7.3
전북대점,전북 전주시 덕진구 권삼득로 333,063-255-4612,2022.7.2
부천 신중동점,경기 부천시 길주로 284,032-328-4868,2022.7.1
고양 신원점,경기 고양시 덕양구 권율대로 902,02-381-6133,2022.6.30
수원 호매실점,경기 수원시 권선구 호매실로90번길 57,031-303-9595,2022.6.29
의왕 내손점,경기 의왕시 계원대학로 16,031-425-3445,2022.6.27
원주 기업도시점,강원 원주시 지정면 신지정로 316-2,033-747-3799,2022.6.25
마산 합성점,경남 창원시 마산회원구 3.15대로 744,055-255-0554,2022.6.25
청주 봉명점,충북 청주시 흥덕구 덕암로114번길 49,043-903-1515,2022.6.24
양산 물금점,경남 양산시 물금읍 새실로 159,070-4795-4823,2022.6.24
부산 수영역점,부산 수영구 연수로416번길 6,051-753-4515,2022.6.24
인천 계산역점,인천 계양구 경명대로 1081,032-715-7477,2022.6.22
전남 영광점,전남 영광군 영광읍 신남로 166,061-352-3323,2022.6.18
동탄 능동점,경기 화성시 동탄지성로 135,031-613-0621,2022.6.14
목포 하당점 ,전남 목포시 비파로51번길 33-1,061-287-7770,2022.6.11
여수 여서점,전남 여수시 여서1로 51,061-810-1117,2022.6.11
전북 김제점,전북 김제시 금성로 96,070-7337-7804,2022.6.11
파주 금릉점 ,경기 파주시 금빛로 24-28,031-943-1235,2022.6.11 [1가족2매장]
여주점,경기 여주시 세종로 84,070-8648-0389,2022.6.11
중계에이스타워점,서울 노원구 덕릉로 699,02-932-7496,2022.6.11
인천 구월점,인천 남동구 구월남로 228,032-472-2223,2022.6.11
경산 하양점,경북 경산시 하양읍 하양역길 15,053-854-0406,2022.6.8
송파 가락점,서울 송파구 송파대로28길 27,02-404-2334,2022.6.7
세종 고운점,세종특별자치시 마음로 74 그랜드프라자 112호,044-415-1916,2022.6.2
창원 대방점,경남 창원시 성산구 가양로136번길 24,055-275-7006,2022.6.2
인천 검암점,인천 서구 승학로495번길 1,032-565-6258,2022.6.2
마산 삼계점,경남 창원시 마산회원구 내서읍 삼계4길 30,055-231-7008,2022.5.31
약수역점,서울 중구 동호로7길 14,02-2235-1748,2022.5.29
평촌 오비즈타워점,경기 안양시 동안구 벌말로 126,031-425-4888,2022.5.28
익산 동산점,전북 익산시 동천로7길 53-1,063-857-3176,2022.5.27
인천 논현점,인천 남동구 논고개로123번길 17,070-7818-8276,2022.5.27
대치점 ,서울 강남구 도곡로77길 3,02-552-0406,2022.5.27
대구 경북대점,대구 북구 산격로8길 27,053-710-6382,2022.5.20
부산 광안리점 ,부산 수영구 광안로 41,051-754-9997,2022.5.20
동탄 카림점,경기 화성시 동탄대로시범길 134,031-373-8216,2022.5.20
용인 상현점,경기 용인시 수지구 만현로 110,031-272-1238,2022.5.20
신도림점,서울 구로구 신도림로19길 7,02-2088-6289,2022.5.17
포천 신읍점,경기 포천시 중앙로 103 1층(신읍동),031-531-8381,2022.5.17
익산 영등점,전북 익산시 고봉로30길 12,063-833-0552,2022.5.15
평택 송탄점 ,경기 평택시 서정북로 82,031-663-5551,2022.5.14
창원 북면점 ,경남 창원시 의창구 북면 감계로110번길 54-3,055-297-1773,2022.5.14
목포 남악점,전남 무안군 삼향읍 남악3로82번길 20,061-287-8807,2022.5.13
대전 판암점,대전 동구 동부로10번길 18,042-286-4059,2022.5.13
광주 우산점,광주광역시 광산구 사암로 211,062-955-9081,2022.5.13
양양점,강원 양양군 양양읍 양양로 92,033-672-5035,2022.5.13
관악구청점,서울 관악구 관악로 144,02-877-3335,2022.5.10
전남 장성점,전남 장성군 장성읍 영천로 202,061-394-3777,2022.5.8
광주 금호점,광주광역시 서구 운천로 21-1,062-371-9959,2022.5.7
화곡본동시장점,서울 강서구 까치산로 36,070-8648-1970,2022.5.6
부천 송내점,경기 부천시 상일로94번길 16,032-325-2290,2022.5.6
일산 탄현점,경기 고양시 일산서구 산현로17번길 7-42,031-912-0333,2022.5.6
철산역로데오점,경기 광명시 철산로30번길 5,02-2611-7505,2022.5.6
충주 연수점,충북 충주시 갱고개로 175-1,043-911-6767,2022.5.6
김천 부곡점,경북 김천시 송설로 156,054-437-7253,2022.5.6
인천 작전점,인천 계양구 장제로 718,032-548-9534,2022.4.29
홍제역점 ,서울 서대문구 통일로 434,02-720-0169,2022.4.29
평택비전여중점 ,경기 평택시 평택4로 55,031-658-5558,2022.4.29
천안 성정점 ,충남 천안시 서북구 서부대로 696,041-553-3438,2022.4.26
수원 영통점,경기 수원시 영통구 매영로345번길 111,031-273-2917,2022.4.24
안산 선부점,경기 안산시 단원구 선부광장북로 36,031-484-2600,2022.4.19
안성 공도점 ,경기 안성시 공도읍 공도로 88,031-618-9070,2022.4.18
파주 운정아이파크점,경기 파주시 심학산로 384,031-941-0101,2022.4.17
대전 관저점,대전 서구 관저로 162,042-710-5599,2022.4.17
여수 웅천점,전남 여수시 웅천로 108,061-691-7634,2022.4.17
전북도청점,전북 전주시 완산구 홍산1길 7,063-223-9982,2022.4.15
대전 유성온천역점,대전 유성구 계룡로 84,042-822-8330,2022.4.15
아산 탕정점,충남 아산시 탕정면 매곡중앙5로 36,041-545-3787,2022.4.13
서초점,서울 서초구 강남대로 321,02-6205-1425,2022.4.11
송도 커넬워크점,인천 연수구 아트센터대로 87,032-723-6739,2022.4.11
대구 남산점,대구 중구 달구벌대로 1932,053-260-9555,2022.4.10
춘천강원대점,강원 춘천시 서부대성로 239,033-254-0408,2022.4.8
부천 상동역점,경기 부천시 상동로 75,032-324-1580,2022.4.8
대구 교대점,대구 남구 중앙대로 217,053-651-0302,2022.4.8
인하대역점 ,인천 미추홀구 용정공원로83번길 49,032-888-0881,2022.4.8
평택 소사벌점,경기 평택시 만세로 1845-4,031-647-3363,2022.4.8
김해 진영점,경남 김해시 진영읍 김해대로361번길 5,055-345-3318,2022.4.3
자양점,서울 광진구 뚝섬로 595,070-7576-3536,2022.4.2
안성 아양점 ,경기 안성시 아양1로 77-10,031-673-5999,2022.4.1
천안 청당점,충남 천안시 동남구 청수11로 24,041-553-2259,2022.3.29
마산 양덕점,경남 창원시 마산회원구 율림교로 6,070-8648-1412,2022.3.28
광주 주월점,광주광역시 남구 대남대로223번길 10,062-674-2775,2022.3.28
분당 아름마을점 ,경기 성남시 분당구 판교로 441,031-707-9998,2022.3.27
연신내점,서울 은평구 연서로27길 27,02-356-5564,2022.3.25
화성 송산점,경기 화성시 꽃내음1길 19-18,031-356-5218,2022.3.22
안양iS비즈타워점 ,경기 안양시 만안구 덕천로152번길 25,031-420-5015,2022.3.22
화천점,강원 화천군 화천읍 중앙로5길 4,033-442-4439,2022.3.20
제주 외도점,제주특별자치도 제주시 우정로15길 2,064-712-9850,2022.3.18
파주 와동점,경기 파주시 미래로 612,031-957-7902,2022.3.18
나주 대호점,전남 나주시 대호길 81,061-333-9546,2022.3.15
석관점,서울 성북구 돌곶이로 15,02-969-0025,2022.3.14
외대역점,서울 동대문구 휘경로 22,02-957-9573,2022.3.11
창원 유니시티점,경남 창원시 의창구 중동중앙로 47,055-298-8821,2022.3.8
화성 병점점 ,경기 화성시 효행로 1063,031-231-1601,2022.3.8
화성 봉담점,경기 화성시 봉담읍 동화길 93-6,031-296-1355,2022.3.6
속초 조양점,강원 속초시 동해대로 4113,033-635-1589,2022.3.6
강릉 입암점 ,강원 강릉시 성덕포남로 76,033-651-1575,2022.3.6
정읍점,전북 정읍시 충정로 80,063-536-5525,2022.3.4
퇴계원점,경기 남양주시 퇴계원읍 퇴계원로 54,031-528-3690,2022.3.4
분당 야탑점 ,경기 성남시 분당구 벌말로 41,031-706-7067,2022.2.26
전남대점,광주광역시 북구 서방로9번길 8,062-266-0541,2022.2.25
남위례역점 ,경기 성남시 수정구 위례광장로 21-13,031-755-2113,2022.2.22
강릉역점,강원 강릉시 용지로 174-6,033-647-2044,2022.2.22
인천 삼산점 ,인천 부평구 체육관로 14 삼성메디플러스 119호,032-502-6623,2022.2.19 [1가족2매장]
창원상남스카이웰빙파크점,경남 창원시 성산구 동산로 122,055-287-8233,2022.2.18
용인 구성점,경기 용인시 기흥구 구성로 103,031-281-8159,2022.2.18
성남 금광점,경기 성남시 중원구 광명로 333,031-733-2989,2022.2.18
평택 이충서정점 ,경기 평택시 정암로 25-1,031-664-5550,2022.2.18 [1가족4매장]
영등포 1호점,서울 영등포구 영신로19길 26,02-832-3009,2022.2.11
용인 기흥점,경기 용인시 기흥구 기흥로 58,031-630-3939,2022.2.8
왕십리텐즈힐점,서울 성동구 무학로 33 153동 1층,02-2294-8887,2022.2.8
신길점,서울 영등포구 신풍로 77,02-847-1118,2022.2.8
구미역점,경북 구미시 구미중앙로 68,054-458-9991,2022.2.8
대전 도안점,대전 서구 동서대로 696,042-825-2705,2022.1.28
경북도청점,경북 예천군 호명면 새움3로 26,054-655-7004,2022.1.28
내발산점,서울 강서구 수명로 72,02-2135-8281,2022.1.26
용인 동백점,경기 용인시 기흥구 동백중앙로 193,031-287-3036,2022.1.22
진주 상대점,경남 진주시 돗골로 118,055-762-6560,2022.1.21
대구 지산범물점 ,대구 수성구 용학로 294,053-213-0032,2022.1.21
한양대점,서울 성동구 마조로 30 102호,02-2294-0110,2022.1.21
구로 디지털단지역점,서울 관악구 시흥대로 570,02-859-8889,2022.1.21
창원 진해남문점,경남 창원시 진해구 남영로 56,055-551-1332,2022.1.20
문래점,서울 영등포구 선유로 63,02-6930-5545,2022.1.18
안산 원곡센트럴점,경기 안산시 단원구 화랑로 102,031-493-4349,2022.1.17
신용산 래미안점 ,서울 용산구 한강대로 95,02-792-2235,2022.1.16 [1인2매장]
광명 소하점 ,경기 광명시 금하로 464,02-897-2235,2022.1.15
광주 월산점,광주광역시 남구 구성로8번길 6,062-363-7779,2022.1.14
대구 칠곡점 ,대구 북구 동천로24길 7,053-284-8999,2022.1.14
부산 부경대점 ,부산 남구 수영로 334,051-626-5787,2022.1.14
김해 주촌점,경남 김해시 주촌면 천곡로 23,055-313-0274,2022.1.10
대구 테크노폴리스점,대구 달성군 유가읍 테크노상업로 108,053-611-7881,2022.1.9
부산 덕천점,부산 북구 백양대로 1202,051-710-1988,2022.1.7
김해 율하점,경남 김해시 율하로 474-3,055-325-5550,2022.1.4
안양 중앙점,경기 안양시 만안구 병목안로 5,031-465-4651,2022.1.4
부산 부전역점,부산 부산진구 중앙대로 790,051-804-3033,2021.12.28
춘천 장학점,강원 춘천시 동면 춘천로 455,033-241-8529,2021.12.28
대전 도마점 ,대전 서구 배재로 168,042-525-1025,2021.12.28
동해 천곡점,강원 동해시 천곡로 68,033-533-7955,2021.12.26
발산역점,서울 강서구 강서로 395,02-3663-7774,2021.12.26
안산중앙점 ,경기 안산시 단원구 예술대학로 17,031-402-5600,2021.12.25
전곡점,경기 연천군 전곡읍 전곡로 158,031-833-0365,2021.12.24
곡반정 하나로마트점,경기 수원시 권선구 곡반정로 121,031-221-1155,2021.12.24
대구 침산점,대구 북구 침산로 153,053-268-0082,2021.12.24
신창점 ,서울 도봉구 덕릉로 232,02-903-1799,2021.12.20
하남 감일점,경기 하남시 감일로102번길 27,02-477-7983,2021.12.17
동국대점,서울 중구 서애로1길 18,02-6956-6318,2021.12.17
역곡역점,경기 부천시 부일로 741,032-347-6101,2021.12.17
장안 천천점,경기 수원시 장안구 만석로19번길 25-5,031-271-8468,2021.12.17
선릉역점,서울 강남구 선릉로86길 15,02-566-1029,2021.12.17
고대 안암점 ,서울 성북구 고려대로24길 37,02-928-6289,2021.12.14
일산 백마점 ,경기 고양시 일산동구 일산로 234,031-901-2227,2021.12.14
용인 역북점,경기 용인시 처인구 명지로60번길 8-14,031-323-2641,2021.12.14
남양주 덕소점,경기 남양주시 와부읍 덕소로97번길 15-2,031-577-5121,2021.12.14
세종 보람점,세종특별자치시 호려울로 45 금남프라자 108호,044-866-9136,2021.12.12
제주 시청점 ,제주특별자치도 제주시 광양14길 10,064-751-3379,2021.12.11
김포 구래역점 ,경기 김포시 김포한강9로 95,031-987-8183,2021.12.10
인천 청라중앙점 ,인천 서구 청라커낼로288번길 10,032-567-4006,2021.12.10 [1인2매장]
평택 고덕점,경기 평택시 고덕국제대로 179 116호,031-665-5545,2021.12.7
제주 서귀포점,제주특별자치도 서귀포시 중앙로 148,064-733-8259,2021.12.7
경남 통영점,경남 통영시 북신로 22 119동 101호,055-642-2111,2021.12.3
