김포장기점,"['주소 : 경기도 김포시 김포한강4로 123 (장기동 1605)', '영업시간 : 오전 10시 ~ 오후 10시']"
김포풍무점,"['주소 : 경기도 김포시 풍무로 73(풍무동)', '전화번호 : 031-981-6219', '영업시간 : 오전 10시~오후 10시']"
김해내외점,"['주소 : 경상남도 김해시 내외중앙로 81(내동, 동화선프라자) 1층 노브랜드버거', '전화번호 : 055-326-7775', '영업시간 : 오전 10시~오후 10시']"
김해삼계점,"['주소 : 경남 김해시 삼계중앙로30 1층 노브랜드 버거', '전화번호 : 055-322-0122', '영업시간 : 10:00 ~ 21:30']"
김해율하점,"['주소 : 경남 김해 율하3로 38 , 경보오션 117호 1층 노브랜드 버거 ', '전화번호 : 055-313-3018', '영업시간 : 오전 10시~오후 10시']"
낙성대역점,"['주소 : 서울특별시 관악구 남부순환로 1940(봉천동)', '전화번호 : 02-871-1853', '영업시간 : 오전 10시~오후 10시']"
남양주다산점,"['주소 : 경기도 남양주시 다산중앙로 145번길 11, 1층 101,102,103호(다산동, 메트로타워2)', '전화번호 :031-568-5501', '영업시간 : 월~일 (10:00 ~ 21:00) ']"
노량진점,"['주소 : 서울 동작구 만양로 106(노량진동) 1층', '전화번호 : 02-3280-9716', '영업시간 : 오전 10시~오후 10시']"
대구각산역점,"['주소 : 대구시 동구 안심로 368 남일빌딩 1,2층', '전화번호 : 053-965-0416', '영업시간 : 오전 10시~오후 10시']"
대구경대북문점,"['주소 : 대구광역시 북구 대학로85,2층', '전화번호 : 053-941-4456', '영업시간 : 오전 10시~오후 10시']"
대구동성로점,"['주소 : 대구광역시 중구 중앙대로 412(남일동)', '전화번호 : 053-431-5898', '영업시간 : 오전 10시~오후 10시']"
대구범물역점,"['주소 : 대구광역시 수성구 지범로 192, 1층(범물동)', '전화번호 : 053-781-1600', '영업시간 : 오전 10시~오후 9시']"
대구상인점,"['주소 : 대구광역시 달서구 월곡로 257 1층  노브랜드버거', '전화번호 : 053-636-1113', '영업시간 : 10:00 ~ 22:00']"
대구수성구청역점,"['주소 : 대구광역시 수성구 달구벌대로 2516, 1층(범어동)', '전화번호 : 053-754-5898', '영업시간 : 오전 10시~오후 10시']"
대구영대병원역,"['주소 : 대구광역시 남구 대명로 295,1층(대명동)', '전화번호 : 053-213-9998', '영업시간 : 10:00 ~ 22:00, 연중무휴', '', ' ']"
대구율하점,"['주소 : 대구광역시 동구 율하동 1435', '전화번호 : 053-964-1609', '영업시간 : 오전 10시~오후 10시']"
대구이시아폴리스점,"['주소 : 대구시 동구 팔공로 51길 15-5 107,108호', '전화번호 : 053-984-4242', '영업시간 : 오전 10시~오후 10시']"
대구진천점,"['주소 : 대구광역시 달서구 월배로 51, 1층 110호, 111호 (유천동, 진천역 AK그랑폴리스)', '전화번호 : 053-637-7485', '영업시간 : 오전 10시~오후 10시']"
대구칠곡3지구점,"['주소 : 대구광역시 북구 학정로 429 1층  104호', '전화번호 : 053-322-2004', '영업시간 : 10:00 ~ 22:00']"
대구침산점,"['주소 : 대구광역시 북구 침산로 152, 1층(침산동, 침산빌딩)', '전화번호 : 053-359-3359 ', '영업시간 : 오전 10시~오후 10시']"
대구현풍점,"['주소 : 대구광역시 달성군 유가읍 테크노상업로 112', '전화번호 : 053-614-1300', '영업시간 : 오전 10시~오후 10시']"
대전가오점,"['주소 :  대전시 동구 동구청로 89-2, 104호', '전화번호 : 042-282-2858', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
대전관저점,"['주소 : 대전광역시 서구 관저로 172 101, 101-1호', '전화번호 : 042-543-1102', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
대전송촌점,"['주소 : 대전광역시 대덕구 송촌북로 36번길 18, 101호', '전화번호 : 042-636-2452', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
대전시청점,"['주소 : 대전광역시 서구 문예로 61 1층', '매장전화번호 : 042-478-6972', '영업시간 : 10:00~22:00, 연중무휴']"
대전태평점,"['주소 : 대전광역시 중구 태평로 20, 수성빌딩 1층  ', '전화번호 : 042-535-0319', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
대치대원빌딩점,"['주소 : 서울특별시 강남구 남부순환로 2947(대치동)', '전화번호 : 02-501-6249', '영업시간 : 오전 10시~오후 10시']"
동대구점,"['주소 : 대구광역시 동구 동부로 30길 9, 1층 ', '전화번호 : 053-552-0001', '영업시간 : 오전 10시~오후 10시']"
동두천지행점,"['주소 : 경기도 동두천시 지행로 52, 101호, 102호', '         (지행동, 송내프라자)', '전화번호 : 031-861-6976', '영업시간 : 10:00 ~ 22:00, 연중무휴 ', ' ']"
동묘역점,"['주소 : 서울특별시 종로구 종로 346(숭인동) 1층', '전화번호 : 02-2232-0400', '영업시간 : 오전 10시~오후 10시']"
동탄반송점,"['주소 : 경기도 화성시 동탄반송1길 13 106~108호 노브랜드버거', '전화번호 : 031-8003-3393', '영업시간 : 목~토 10:00 ~ 23:00', '                일~수 10:00 ~ 22:00']"
동탄영천점,"['주소 : 경기도 화성시 동탄순환대로 689(영천동) 101호/102호', '전화번호 : 031-374-5580', '영업시간 : 월~일 : 24시간']"
등촌역점,"['주소 : 서울특별시 강서구 공항대로 543', '전화번호 : 02-3664-5333', '영업시간 : 오전 10시~오후 9시 30분']"
마곡점,"['주소 : 서울특별시 강서구 마곡중앙6로 21(마곡동)', '전화번호 : 02-2063-3909', '영업시간 : 오전 10시~오후 10시']"
마산경남대점,"['주소 : 경남 창원시 마산합포구 월영동2길2 1층 103호 , 104호', '전화번호 : 055-609-0051', '영업시간 : 09:00 ~ 23:30']"
메가박스상암점,"['주소 : 서울 마포구 월드컵로 240 상암 메가박스 1층', '전화번호 : 070-4102-0070', '영업시간 : 오전 10시~오후 9시']"
명지대점,"['주소 : 서울특별시 서대문구 거북골로 31-1(남가좌동)', '전화번호 : 02-302-3190', '영업시간 : 오전 10시~오후 10시']"
목동역점,"['주소 : 서울특별시 양천구 신정중앙로 103(신정동) 담우빌딩 1층', '전화번호 : 02-2065-9582', '영업시간 : 오전 11시~오후 10시']"
목동파리공원점,"['주소 : 서울특별시 양천구 목동서로 35, 1층 102호(목동)', '전화번호 : 02-2646-4101', '영업시간 : 10:00 ~ 22:00, 연중무휴 ']"
문정역점,"['주소 : 서울시 송파구 송파대로 201, A동 1층 109호', '          (문정동, 송파테라타워2)', '전화번호 : 02-402-7984', '영업시간 : 10:00~22:00, 연중무휴']"
미아사거리역점,"['주소 : 서울특별시 강북구 도봉로 32(미아동)', '전화번호 : 02-945-5280', '영업시간 : 오전 10시~오후 10시']"
방배역점,"['주소 : 서울특별시 서초구 방배로 91(방배동) 신진빌딩 1층', '전화번호 : 02-521-7397', '영업시간 : 오전 10시~오후 10시']"
뱅뱅사거리점,"['주소 : 서울특별시 강남구 도곡로 115, 1층(역삼동, 거암빌딩)', '전화번호 : 02-561-1007', '영업시간 : 오전 10시~오후 10시']"
보라매역점,"['주소 : 서울시 동작구 여의대방로 136 1층 노브랜드버거', '전화번호 : 02-3280-1077', '영업시간 : 오전 10시~오후 10시']"
부산광복점,"['주소 : 부산광역시 중구 광복로 88', '전화번호 : 051-254-2005', '영업시간 : 오전 10시~오후 10시']"
부산낫개역점,"['주소 : 부산광역시 사하구 다대로 423', '전화번호 : 051-261-1202', '영업시간 : 10:00~01:30, 연중무휴']"
부산당감,"['주소 : 부산광역시 부산진구 동평로 106 엘리움 메디컬 센터 104호', '전화번호 : 051-891-7333', '영업시간 : 오전 10시~오후 10시']"
부산대점,"['주소 : 부산광역시 금정구 부산대학로 26, 고성빌딩 1,2', '전화번호 : 051-651-0045', '영업시간 : 오전 11시~오후 9시30분']"
부산동래역점,"['주소 : 부산광역시 동래구 명륜로 109, 1층', '전화번호 : 051-558-3338', '영업시간 : 오전 10시~오후 10시']"
부산만덕점,"['주소 : 부산광역시 북구 만덕1로 15, 1층', '전화번호 : 051-337-5807', '영업시간 : 10:00~22:00, 연중무휴']"
부산사직점,"['주소 : 부산광역시 동래구 사직북로 4, 101, 121호(사직동, 자이언츠파크)', '전화번호 : 051-504-4349', '영업시간: 평일 l 11:00 ~ 23:00', '                주말 l 10:00 ~ 23:00', ' ']"
부산서면점,"['주소 : 부산광역시 부산진구 중앙대로 683, 1~3층 (부전동)', '전화번호 : 051-816-2840', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
부산수영역점,"['주소 : 부산광역시 수영구 수영로 708, 1층(광안동)', '전화번호 : 070-4121-4322', '영업시간 : 10:00 ~ 22:00, 연중무휴 ', '', '', '', ' ']"
부산양정점,"['주소 : 부산광역시 부산진구 양지로 1, 1층 ', '전화번호 : 051-868-4397', '영업시간 : 10:00~22:00, 연중무휴']"
부산용호점,"['주소 : 부산광역시 남구 분포로 61,', '          B동 1층 139,140, 141 호 (용호동,빌리브센트로)', '전화번호 : 051-621-3334', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
부산장산역점,"['주소 : 부산 광역시 해운대구 좌동 1459-6번지', '자생한방병원 1층 106호', '전화번호 : 051-704-7705', '영업시간 : 10:00 ~ 22:00 (연중무휴)']"
부산정관점,"['주소 : 부산광역시 기장군 기장읍 정관로 566 1층 103, 104호', '전화번호 : 051-727-0277', '영업시간 : 오전 9시~오후 9시30분']"
부산하단아트몰링점,"['주소 : 부산광역시 사하구 낙동남로 1413,', '아트몰링 1층 노브랜드버거', '전화번호 : 051-999-7575', '영업시간 : 월화수목 10:00~21:00', '                 금토일 10:00~22:00']"
부산화명점,"['주소 : 부산광역시 북구 금곡대로 303번길 25, 1층(화명동, 명신프라자)', '전화번호 : 051-361-9970', '영업시간 : 오전 10시~오후 10시']"
부천시청역점,"['주소 : 경기도 부천시 길주로 227, 1층 (중동) ', '전화번호 : 032-322-1977', '영업시간 : 10:00 ~ 22:00, 연중무휴', '', '', ' ']"
부천역북부점,"['주소 : 경기도 부천시 부천로 20(심곡동)', '전화번호: 032-611-9887', '영업시간 : 오전 10시~오후 10시']"
부평역점,"['주소 : 인천광역시 부평구 경원대로 1402, 프라자빌딩 1층', '전화번호 : 032-502-4365', '영업시간 : 오전 10시~오후 10시']"
분당야탑점,"['주소 : 경기도 성남시 야탑동 361-6 대덕프라자 2층', '전화번호 : 031-707-7750', '영업시간 : 10:00 ~ 22:00 , 연중무휴']"
삼송역점,"['주소 : 경기도 고양시 덕양구 동송로 70 101호, 102호 노브랜드 버거', '전화번호 : 02-381-9832', '영업시간 : 오전 10시~오후 10시']"
서산호수공원점,"['주소 : 충청남도 서산시 호수공원8로 7, 1층', '전화번호 : 041-666-6615', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
서울시청점,"['주소 : 서울시 중구 무교로17 (무교동 33-1)', '전화번호 : 02-310-9214', '영업시간 : 오전 10시~오후 10시']"
성남복정점,"['주소 : 경기 성남시 수정구 복정로 69', '전화번호 : 031-759-0352', '영업시간 : 매장식사 월~일 10:00 ~ 22:00', '                배달/포장 월~일 10:00 ~ 22:00 ']"
성남태평점,"['주소 : 경기도 성남시 수정구 제일로 165(태평동)', '         (무교동 33-1)1층', '전화번호 : 031-751-3690', '영업시간 : 09:30 ~ 23:00', ' ']"
세종새롬점,"['주소 :  세종시 새롬중앙로 62-15 해피라움W 107호 ', '전화번호 : 044-868-9187', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
세종아름점,"['주소 : 세종특별시 보듬3로 101  105,106호', '전화번호 : 044-863-7904', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
송도랜드마크시티점,"['주소 : 인천광역시 연수구 센트럴로 415 더테라스 140호,141호', '전화번호 : 032-858-4588', '영업시간 : 오전 10시~오후 10시']"
송파사거리점,"['주소 : 서울특별시 송파구 가락로116,1층', '전화번호 : 02-423-4355', '영업시간 : 오전 10시~오후 10시']"
수원역로데오점,"['주소 : 경기도 수원시 팔달구 갓매산로 43 1층 (구, 노랑통닭)', '전화번호 : 031-247-0286', '영업시간 : 10:30~22:00, 연중무휴']"
수원영통구청점,"['주소 : 경기도 수원시 영통구 효원로 381', '새롬프라자 1층 108, 109호 ', '전화번호 : 070-8811-0157', '영업시간 : 매장식사  월~일 10:00~21:50', '                 배달/포장 월~일 10:00~22:30 (라스트오더 : 22:20)']"
수원호매실점,"['주소 : 경기도 수원시 권선구 금곡로102번길 20 103,104호', '전화번호 : 031-293-3288', '영업시간 : 10:00 ~ 23:30, 연중무휴']"
수유역점,"['주소 : 서울특별시 강북구 도봉로 352(번동, 효성네오인텔리안) ', '전화번호 : 02-900-6942', '영업시간 : 오전 10시~오후 10시']"
시흥능곡역점,"['주소 : 경기도 시흥시 승지로 59번길 1(능곡동)', '전화번호 : 031-312-8873', '영업시간 : 오전 10시~오후 10시']"
시흥배곧점,"['주소 : 경기도 시흥시 배곧3로 80, 센터프라자 1층 108,109호 노브랜드버거 ', '전화번호 : 031-499-8796', '영업시간 : 오전 10시~오후 10시']"
시흥사거리점,"['주소 : 서울시 금천구 시흥대로 224 리메인시티 1층 105,106호', '전화번호 : 02-808-6427', '영업시간 : 오전 10시~오후 10시']"
시흥정왕점,"['주소 : 경기도 시흥시 정왕대로 230(정왕동) 제일프라자 101-1호', '전화번호 : 031-497-5285', '영업시간 : 월~일 09:00 ~ 24:00']"
신논현역점,"['주소 : 서울 강남구 사평대로 371 1층 (반포동, 현철빌딩)', '전화번호 : 02-3448-0301', '영업시간 : 오전 10시~오후 10시']"
신정네거리점,"['주소 : 서울 특별시 양천구 중앙로291 1층(신월동)', '전화번호 : 02-2065-8742', '영업시간 : 오전 10시~오후 10시']"
신창점,"['주소 : 서울시 도봉구 덕릉로 251, 1층(창동)', '전화번호 : 02-998-2555', '영업시간 : 10:00 ~ 22:00 , 연중무휴']"
신촌점,"['주소 : 서울특별시 서대문구 신촌로 73(창천동) 케이스퀘어 101호', '전화번호 : 02-322-2352', '영업시간 : 오전 10시~오후 10시']"
아산탕정역점,"['주소 : 충청남도 아산시 탕정면 한들물빛5로 36,', '           H동 1층 102,103호', '           (한들물빛도시지웰시티센트럴푸르지오3단지)', '전화번호 : 041-534-0191', '영업시간 : 10:00 ~ 22:00 , 연중무휴']"
안동중앙점,"['주소 : 경북 안동시 삼산동 97-8   ', '전화번호 : 054-856-0007', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
안산복합휴게소점,"['주소 : 경기도 안산시 단원구 영동고속도로 15,안산휴게소 주건축물제1동 1층 일부(선부동)', '전화번호 : 031-482-7775', '영업시간', '월~금: 08:00 ~ 20:00', '토, 일: 08:00 ~21:00', ' ']"
안산본오점,"['주소 : 경기도 안산시 상록구 샘골로 168,', '          대송프라자 1층 103호일부,104호,105호(본오동)', '전화번호 : 031-407-4677', '영업시간 : 10:00 ~ 22:00 , 연중무휴']"
안산선부점,"['주소 : 경기도 안산시 단원구 선부광장1로 38, 1층 115호', '         (선부동, 상록타운) 노브랜드버거', '매장전화번호 :  031-413-4677', '영업시간 : 10:00 ~ 22:00 , 연중무휴']"
안산중앙점,"['주소 : 경기도 안산시 단원구 고잔로 95, 상가2동 109호,110호(고잔동,힐스테이트중앙)', '전화번호 : 031-405-5779', '영업시간 : 10:00~02:00']"
안성석정점,"['주소 : 경기도 안성시 중앙로 328, 가동 103, 104호(석정동)  ', '전화번호 : 031-673-3353', '영업시간 : 오전 10시~오후 10시']"
안성스타필드점,"['주소 : 경기도 안성시 공도읍 진시리 5-6 스타필드 안성 1층 1336호', '전화번호 : 031-8092-1506', '영업시간 : 오전 10시~오후 9시']"
안양일번가점,"['주소 : 경기도 안양시 만안구 안양로 286 1층', '전화번호 : 031-441-9937', '영업시간 : 오전 10시~오후 10시']"
안양평촌학원가점,"['주소 : 경기도 안양시 동안구 평촌대로 122 1층 101호 , 103호', '전화번호 : 031-381-6629', '영업시간 : 09:00 ~ 22:30 , 연중무휴']"
안양호계점,"['주소 : 경기도 안양시 동안구 엘에스로122, 125~127호', '전화번호 : 031-8033-0103', '영업시간 : 오전 8시~오후 9시']"
야당역점,"['주소 : 경기도 파주시 경의로 1046, 이더펠리체 1층', '전화번호 : 070-4252-8417', '영업시간 : 월~일 09:00 ~ 23:30']"
양산가촌점,"['주소 : 경남 양산시 물금읍 청운로 185  106호 , 107호', '전화번호 : 055-366-2998', '영업시간 : 10:00 ~ 21:00, 연중무휴']"
양산시외버스터미널점,"['주소 : 경상남도 양산시 양산역1길 7(양산시외버스터미널) 1층', '전화번호 : 055-385-0979', '영업시간 : 10:00~22:00']"
양재역점,"['주소 : 서울특별시 강남구 강남대로 240(도곡동) (양재역 3번출구방향)', '전화번호: 02-529-6839', '영업시간 : 오전 10시~오후 10시']"
양주옥정점,"['주소 : 경기도 양주시 회천남로 76 한덕프라자 1층 110-1호,111호', '전화번호 : 031-865-7890', '영업시간 : 오전 10시~오후 10시']"
역삼역점,"['주소 : 서울시 강남구 테헤란로 201(아주빌딩) 1층', '전화번호 : 02-501-4506', '영업시간 :', '- 평일: 오전 7시 30분 ~ 오후 10시', '- 주말: 오전 10시 ~ 오후 9시', ' ']"
연신내역점,"['주소 : 서울특별시 은평구 통일로 827-1(대조동)', '전화번호 : 02-351-4548', '영업시간 : 오전 10시~오후 10시']"
영종하늘도시점,"['주소 : 인천광역시 중구 하늘중앙로 193, 1층 112호(중산동, 조양타워)', '전화번호 : 032-747-0537', '영업시간 : 9:00~22:00 , 연중무휴']"
용인상현역점,"['주소 : 경기도 용인시 수지구 광교중앙로 308, 1층(상현동, 광교 에스타워)', '전화번호 : 031-211-6828', '영업시간 : 오전 10시~오후 10시']"
용인성복점,"['주소 : 경기도 용인시 수지구 성복2로 58(성복동)', '전화번호 : 031-261-4047', '영업시간 : 오전 10시~오후 10시']"
용인수지구청점,"['주소 : 경기도 용인시 수지구 풍덕천동 1082-6 정석빌딩 1층', '전화번호 : 031-263-6363', '영업시간 : 월~금 11:00 ~ 21:00', '                 토~일 10:30 ~ 21:00, 연중무휴']"
용인역북점,"['주소 : 경기도 용인시 처인구 명지로21, 1층 (역북동) ', '전화번호 : 031-333-6472', '영업시간 : 오전 10시~오후 10시']"
울산대점,"['주소 : 울산광역시 남구 대학로 104-1 (1층) ', '전화번호 : 052-249-0419', '영업시간 : 오전 10시~오후 9시']"
울산성남점,"['주소 : 울산광역시 중구 시계탑거리 27, 1층', '전화번호 : 052-244-8030', '영업시간 : 오전 10시~오후 10시']"
원마운트점,"['주소 : 경기도 고양시 일산서구 한류월드로 300(대화동)', '전화번호 : 031-911-2918', '영업시간 : 오전 10시~오후 10시']"
을지로4가역점,"['주소 : 서울시 중구 을지로 170, 1층 102호(을지로4가)', '전화번호 : 02-3706-7201', '영업시간 : 오전 10시~오후 10시']"
의정부역점,"['주소 : 경기 의정부시 시민로 123-1 1층', '전화번호 : 070-4232-8282', '영업시간 : 오전 10시~오후 10시']"
이천중앙점,"['주소 : 경기도 이천시 중리천로 53-5, 1층(창전동)', '전화번호 : 031-635-0001', '영업시간 : 오전 10시~오후 10시']"
인천검단신도시점,"['주소 : 인천광역시 서구 이음5로 20,', '          연세8차 프라자 104호, 105호(원당동,연세프라자 8차)', '전화번호 : 032-566-1003 ', '영업시간 : 10:00 ~ 22:00 , 연중무휴']"
인천구월점,"['주소 : 인천광역시 남동구 예술로 126 링크126상가 내 (구월동 1464)', '전화번호: 032-421-3952', '영업시간 : 오전 10시~오후 10시']"
인천산곡점,"['주소 : 인천시 부평구 마장로 320 한화프라자 103호', '전화번호 : 032-512-7776', '영업시간 : 오전 10시~오후 11시']"
인천서구청점,"['주소  : 인천광역시 서구 탁옥로 58, 1층(심곡동,영일빌딩)', '전화번호 : 032-563-2888', '영업시간: 09:00~22:00, 연중무휴']"
인천서창점,"['주소 : 인천광역시 남동구 서창남로 45, 로데오프라자 1층 노브랜드버거', '전화번호 : 032-469-0779', '영업시간 : 오전 10시~오후 10시']"
인천스퀘어원점,"['주소 : 인천광역시 연수구 청능대로 210 (동춘동)  스퀘어원 3층', '전화번호 : 032-456-4347', '영업시간 : 오전 10시 30분~오후 10시']"
인천완정역점,"['주소 : 인천광역시 서구 원당대로 660, (당하영프라자 101호)', '전화번호 : 032-567-8565', '영업시간 : 오전 10시~오후 10시']"
인천용현점,"['주소 : 인천 미추홀구 인하로 81-1', '전화번호 : 032-873-0508', '영업시간 : 월~일 24시간']"
인천작전역점,"['주소 : 인천광역시 계양구 계양대로 86, 1층', '전화번호 : 032-545-7718', '영업시간 : 오전 10시~오후 10시']"
일산라페스타점,"['주소 : 경기도 고양시 일산동구 중앙로 1275번길 56 (장항동 769-2)', '전화번호 : 031-901-0897', '영업시간 : 오전 10시~오후 10시']"
일산식사점,"['주소 : 경기도 고양시 일산동구 위씨티 1로 6-5 라비체 오피스텔 1층', '전화번호 : 031-969-0520', '영업시간 : 오전 10시~오후 10시']"
잠실학원사거리점,"['주소 : 서울특별시 송파구 삼전로 102(삼전동)', '전화번호 : 02-412-1497', '영업시간 : 오전 10시~오후 10시']"
장안사거리점,"['주소 : 서울특별시 동대문구 장한로 137 , 1층 (장안동)', '전화번호 : 02-2215-1555', '영업시간 : 오전 10시~오후 10시']"
전북도청점,"['주소 : 전라북도 전주시 완산구 홍산중앙로 19, 103호', '전화번호 : 063-223-2272', '영업시간 : 10:00~22;00, 연중무휴']"
주엽역점,"['주소 : 경기도 고양시 일산서구 중앙로 1425, 주엽역 삼부르네상스 가동 105,106,107', '전화번호 : 031-913-6454', '영업시간 : 오전 10시~오후 10시']"
중계공원점,"['주소 : 서울특별시 노원구 동일로204가길 34(중계동)', '전화번호 : 02-948-3946', '영업시간 : 오전 10시~오후 10시']"
중화점,"['주소 : 서울특별시 중랑구 동일로 799(중화동)', '전화번호 : 02-432-9906', '영업시간 : 오전 10시~오후 10시']"
진주평거점,"['주소 : 경남 진주시 진양호로 241', '전화번호 : 055-795-2221', '영업시간 : 10:00 ~ 22:00 , 연중무휴']"
창원상남점,"['주소 : 경상남도 창원시 성산구 마디미로 21번길3, 광동힐타운 1층', '전화번호 : 055-282-1011', '영업시간 : 오전 10시~오전 12시']"
천안불당점,"['주소 :  충청남도 천안시 서북구 번영로 100', '전화번호 : 041-561-7009', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
천호역점,"['주소 : 서울시 강동구 천호대로 997 신라빌딩 1층', '전화번호 : 02-477-0338', '영업시간 : 오전 10시~오후 10시']"
청라수변공원점,"['주소 : 인천광역시 서구 중봉대로 594, 1층 노브랜드버거(청라동, 청라비전프라자)', '전화번호 : 032-568-8820', '영업시간 : 오전 10시~오후 10시']"
청량리점,"['주소 : 서울특별시 동대문구 왕산로 225, 1층 101호', '전화번호 : 02-966-6737', '영업시간 : 오전 10시~오후 10시', '                토, 일 (미운영)']"
청주동남지구점,"['주소 : 충북 청주시 상당구 중고개로 141번길 13-2  ', '전화번호 : 043-292-3023', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
청주지웰시티점,"['주소 : 충북 청주시 흥덕구 대농로 56, 1층 101호 ', '전화번호 :  043-231-9855', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
청주터미널점,"['주소 : 충북 청주시 흥덕구 2순환로 1240 MK빌딩 101호', '전화번호 : 043-233-0471', '영업시간 : 10:00 ~ 22:00, 연중무휴']"
코엑스점,"['주소 : 서울시 강남구 영동대로 513 코엑스 동문 1층', '전화번호 : 02-501-1582', '영업시간 : 오전 10시~오후 10시']"
파주운정한빛점,"['주소 : 경기도 파주시 미래로 375 (동패동,삼성메디컬프라자) 106호,107호', '전화번호 : 031-946-4806', '영업시간 : 오전 10시~오후 10시']"
